time,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding amount of Commerical Paper Funding Facility II LLC asset purchases: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Commerical Paper Funding Facility II LLC Treasury contributions and other assets: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding amount of Corporate Credit Facilities LLC asset purchases: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Corporate Credit Facilities LLC Treasury contributions and other assets: Wednesday level,Assets: Liquidity and Credit Facilities: Net portfolio holdings of Municipal Liquidity Facility LLC (Effective 2020-05-26): Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding amount of Municipal Liquidity Facility LLC asset purchases: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Municipal Liquidity Facility LLC Treasury contributions and other assets: Wednesday level,Assets: Liquidity and Credit Facilities: Net portfolio holdings of MS Facilities LLC (Main Street Lending Program) (Effective 2020-06-01): Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding amount of MS Facilities LLC (Main Street Lending Program) asset purchases: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: MS Facilities LLC (Main Street Lending Program)  Treasury contributions and other assets: Wednesday level,Assets: Liquidity and Credit Facilities: Net portfolio holdings of TALF II LLC (Effective 2020-06-16): Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding amount of TALF II LLC asset purchases: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: TALF II LLC Treasury contributions and other assets: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding principal amount of loan extended to the Commercial Paper Funding Facility II LLC: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding principal amount of loan extended to the Corporate Credit Facilities LLC: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding principal amount of loan extended to the Municipal Liquidity Facility LLC: Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding principal amount of loan extended to the MS Facilities LLC (Main Street Lending Program): Wednesday level,Supplementary Information: Supplemental Information on 2020 Credit Facilities: Outstanding principal amount of loan extended to the TALF II LLC: Wednesday level
2008-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10-29,0,894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-05,0,1108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-12,0,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-19,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11-26,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-03,0,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-10,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-17,0,1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-24,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12-31,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-07,0,1276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-14,0,1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-21,0,1285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01-28,0,1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-04,0,2200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-11,0,2255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-18,0,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02-25,0,2394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-04,0,2420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-11,0,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-18,0,2522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03-25,0,2599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-01,0,2620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-08,0,2624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-15,0,2670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-22,0,2685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04-29,0,3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-06,0,3489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-13,0,3542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-20,0,3604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05-27,0,3671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-03,0,3721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-10,0,3767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-17,0,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06-24,0,3892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-01,0,3954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-08,0,3964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-15,0,3981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-22,0,3998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07-29,0,4390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-05,0,4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-12,0,4478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-19,0,4513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08-26,0,4541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-02,0,4552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-09,0,4572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-16,0,4577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-23,0,4579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09-30,0,4590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-07,0,4591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-14,0,4599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-21,0,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10-28,0,4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-04,0,4808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-11,0,4811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-18,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-11-25,0,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-02,0,4816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-09,0,4824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-16,0,4821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-23,0,4822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-12-30,0,4823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-06,0,4813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-13,0,4814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-20,0,4817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-01-27,0,4868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-03,0,4869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-10,0,4874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-17,0,4875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-02-24,0,4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-03,0,4877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-10,0,4876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-17,0,4872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-24,0,4873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-03-31,0,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-07,0,4870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-14,0,4871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-21,0,4871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-04-28,0,4893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-05,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-05-26,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-07,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-07-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-11-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010-12-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-01-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-02-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-03-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-06-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-09-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-11-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011-12-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-01-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-07-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-08-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-09-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-01-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-02-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-03-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-05-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-07-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-09-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-10-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-11-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
